Person Full Name (Letr.),My Title,Jud Experience Pending Status,Jud Experience Pend Sub Type,Jud Experience Active Date,Experience Status Effective Date,Experience Status,Experience Status Reason
Hon. Norman L. Epstein (Ret.),"Associate Justice of the Court of Appeal
Second Appellate District, Division Four",Appointed,Deukemejian,04/12/1990,10/05/2004,Promoted,Elevated
Hon. Norman L. Epstein (Ret.),"Presiding Justice of the Court of Appeal
Second Appellate District, Division Four",Appointed,Schwarzenegger,10/06/2004,08/21/2018,Retired,Retirement
Hon. Norman L. Epstein (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",03/13/1980,04/12/1990,Promoted,Elevated
Hon. Norman L. Epstein (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Reagan,01/06/1975,03/13/1980,Promoted,Elevated
Hon. John A. Ertola (Ret.),"Judge of the Superior Court of California,
  County of San Francisco",Elected,,01/04/1971,07/01/1991,Retired,Deferred Retirement
Hon. Carl P. Evans (Ret.),"Judge of the Consolidated Fresno Municipal Court, Fresno County",Elected,,01/08/1979,01/06/1991,Retired,Retirement
Hon. Hugh A. Evans (Ret.),"Associate Justice of the Court of Appeal
Third Appellate District",Appointed,Reagan,12/24/1974,07/06/1990,Retired,Retirement
Hon. Hugh A. Evans (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Appointed,Reagan,07/05/1974,12/24/1974,Promoted,Elevated
Hon. Stanley R. Evans (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Brown,11/22/1963,01/31/1984,Retired,Retirement
Hon. Stanley R. Evans (Ret.),"Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,Brown,01/26/1962,11/22/1963,Promoted,Elevated
Hon. Timothy J. Evans (Ret.),"Judge of the Superior Court of California,
  County of Sutter",Elected,,01/03/1989,03/31/2003,Retired,Retirement
Hon. Timothy J. Evans (Ret.),"Judge of the Sutter County Municipal Court, Sutter County",Elected,,01/08/1979,01/03/1989,Promoted,Elevated
Hon. Kenneth M. Eymann (Ret.),"Judge of the Superior Court of California,
  County of Sonoma",Appointed,Reagan,04/03/1967,07/31/1985,Retired,Retirement
Hon. Robert M. Falasco (Ret.),"Judge of the Superior Court of California,
  County of Merced",Appointed,"Brown, Jr.",12/31/1982,01/06/1985,Retired,Retirement
Hon. Robert M. Falasco (Ret.),"Judge of the Merced County Municipal Court, Merced County",Appointed,Unknown,01/03/1977,12/30/1982,Promoted,Elevated
Hon. D. Sterry Fagan (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,02/07/1968,06/10/1988,Retired,Retirement
Hon. Robert Fainer (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",02/03/1976,04/11/1988,Retired,Retirement
Hon. Robert Fainer (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Brown,12/28/1966,02/03/1976,Promoted,Elevated
Hon. Robert Fairwell (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Unification,,07/31/1998,03/31/2007,Retired,Retirement
Hon. Robert Fairwell (Ret.),"Judge of the San Leandro-Hayward Municipal Court, Alameda County",Appointed,Brown,11/26/1965,07/31/1998,Non-Voluntary,Unification-SCA4
Hon. Coleman F. Fannin (Ret.),"Judge of the Superior Court of California,
  County of Contra Costa",Appointed,Reagan,10/17/1972,11/11/1988,Retired,Deferred Retirement
Hon. Joseph Anthony Farina (Ret.),"Judge of the Los Cerritos Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",10/03/1980,11/30/1996,Retired,Retirement
Hon. Dean E. Farrar (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,02/17/2005,Retired,Retirement
Hon. Dean E. Farrar (Ret.),"Judge of the Compton Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",03/13/1980,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Sidney Feinberg (Ret.),"Associate Justice of the Court of Appeal
First Appellate District, Division Three",Appointed,"Brown, Jr.",09/01/1977,02/29/1984,Retired,Retirement
Hon. Sidney Feinberg (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,"Brown, Jr.",12/16/1975,09/01/1977,Promoted,Elevated
Hon. Sidney Feinberg (Ret.),"Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,Brown,01/10/1964,12/16/1975,Promoted,Elevated
Hon. Robert Feinerman (Ret.),"Associate Justice of the Court of Appeal
Second Appellate District, Division Five",Appointed,"Brown, Jr.",05/14/1982,02/16/1988,Retired,Deferred Retirement
Hon. Robert Feinerman (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Brown,06/10/1965,05/14/1982,Promoted,Elevated
Hon. Robert Feinerman (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Brown,02/13/1963,06/10/1965,Promoted,Elevated
Hon. Fred A. Felix,"Judge of the Citrus Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",08/05/1980,03/22/1995,Deceased,
Hon. Marvin E. Ferguson (Ret.),"Judge of the Superior Court of California,
  County of Kern",Appointed,Brown,10/31/1966,12/10/1986,Retired,Retirement
Hon. Marvin E. Ferguson (Ret.),"Judge of the Bakersfield Municipal Court, Kern County",Appointed,Brown,01/24/1963,10/31/1966,Promoted,Elevated
Hon. Roy S. Ferkich (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",04/22/1981,04/22/1997,Retired,Retirement
Hon. Ferdinand F. Fernandez,"Judge of the Superior Court of California,
  County of San Bernardino",Appointed,"Brown, Jr.",06/06/1980,11/08/1985,Resigned,
Hon. William J. Fernandez (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Reagan,11/22/1974,07/01/1989,Retired,Deferred Retirement
Hon. William J. Fernandez (Ret.),"Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,Reagan,02/28/1969,11/22/1974,Promoted,Elevated
Hon. J. Kenneth Ferguson (Ret.),"Judge of the Superior Court of California,
  County of San Joaquin",Appointed,"Brown, Jr.",01/02/1983,11/22/1993,Retired,
Hon. J. Kenneth Ferguson (Ret.),"Judge of the Stockton Municipal Court, San Joaquin County",Appointed,"Brown, Jr.",09/23/1981,01/01/1983,Promoted,Elevated
"Hon. William F. Ferroggiaro, Jr.","Judge of the Superior Court of California,
  County of Humboldt",Appointed,"Brown, Jr.",01/02/1983,05/02/1997,Deceased,
Hon. John L. Fielder,"Judge of the Superior Court of California,
  County of Kern",Unification,,07/01/2000,01/07/2019,Active Service,Elected/Re-Elected
Hon. John L. Fielder,"Judge of the Bakersfield Municipal Court, Kern County",Appointed,"Brown, Jr.",05/20/1981,07/01/2000,Non-Voluntary,Unification-SCA4
Hon. Carol J. Fieldhouse,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",11/12/1981,11/07/1995,Deceased,
Hon. Allen P. Fields (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Elected,,01/03/1983,05/31/1993,Retired,Retirement
Hon. Allen P. Fields (Ret.),"Judge of the Sacramento Superior and Municipal Courts, Sacramento County",Appointed,Reagan,05/14/1973,01/03/1983,Promoted,Elevated
Hon. Jerry K. Fields (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",04/02/1980,06/10/1994,Retired,Retirement
Hon. Michael S. Fields (Ret.),"Judge of the Superior Court of California,
  County of Monterey",Appointed,Wilson,01/02/1995,04/30/2007,Retired,Retirement
Hon. Michael S. Fields (Ret.),"Judge of the Monterey Municipal Court, Monterey County",Appointed,"Brown, Jr.",11/02/1979,01/02/1995,Promoted,Elevated
Hon. Larry P. Fidler,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Wilson,12/16/1992,12/16/1992,Active Service,
Hon. Larry P. Fidler,"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",01/02/1983,12/16/1992,Promoted,Elevated
Hon. Richard P. Figone (Ret.),"Judge of the Superior Court of California,
  County of San Francisco",Elected,,01/05/1981,11/30/1996,Retired,Retirement
Hon. Richard P. Figone (Ret.),"Judge of the San Francisco Municipal Court, San Francisco County",Appointed,Reagan,09/16/1974,01/05/1981,Promoted,Elevated
Hon. Susan P. Marrinan (Ret.),"Judge of the Superior Court of California,
  County of San Diego",Unification,,12/01/1998,03/15/2000,Retired,Retirement
Hon. Susan P. Marrinan (Ret.),"Judge of the South Bay Municipal Court, San Diego County",Appointed,"Brown, Jr.",03/13/1980,12/01/1998,Non-Voluntary,Unification-SCA4
Hon. Terrence M. Finney (Ret.),"Judge of the Superior Court of California,
  County of El Dorado",Appointed,"Brown, Jr.",07/28/1977,01/05/1997,Retired,Retirement
Hon. John Fitch (Ret.),"Judge of the Superior Court of California,
  County of Fresno",Appointed,"Brown, Jr.",10/27/1980,01/07/2001,Retired,Retirement
Hon. David N. Fitts (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,12/08/1969,04/04/1986,Retired,
Hon. Robert R. Fitzgerald (Ret.),"Judge of the Superior Court of California,
  County of Orange",Elected,,01/05/1981,01/05/1997,Retired,Retirement
Hon. Robert R. Fitzgerald (Ret.),"Judge of the North Orange County Municipal Court, Orange County",Elected,,01/03/1977,01/05/1981,Promoted,Elevated
Hon. Donald K. Fitzpatrick (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Elected,,01/05/1981,01/02/1984,Retired,Retirement
Hon. Donald K. Fitzpatrick (Ret.),"Judge of the Glendale Municipal Court, Los Angeles County",Appointed,Reagan,07/21/1972,01/05/1981,Promoted,Elevated
Hon. John A. Flaherty (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,"Brown, Jr.",03/09/1977,03/31/1998,Retired,Retirement
Hon. Daniel L. Fletcher (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,08/24/1971,01/02/1987,Retired,Retirement
Hon. Daniel L. Fletcher (Ret.),"Judge of the Pasadena Municipal Court, Los Angeles County",Elected,,01/02/1967,08/24/1971,Promoted,Elevated
Hon. Madeleine I. Flier (Ret.),"Associate Justice of the Court of Appeal
Second Appellate District, Division Eight",Appointed,Davis,09/25/2003,02/28/2018,Retired,Retirement
Hon. Madeleine I. Flier (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",07/07/1980,09/24/2003,Promoted,Elevated
Hon. Madeleine I. Flier (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",05/11/1977,07/07/1980,Promoted,Elevated
"Hon. John L. Flynn, Jr. (Ret.)","Judge of the Superior Court of California,
  County of Orange",Appointed,Reagan,04/24/1972,08/17/1990,Retired,Deferred Retirement
"Hon. John L. Flynn, Jr. (Ret.)","Judge of the Central Orange County Municipal Court, Orange County",Appointed,Reagan,08/14/1970,04/24/1972,Promoted,Elevated
Hon. Robert Michael Foley (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,"Brown, Jr.",07/02/1982,04/30/2003,Retired,Retirement
Hon. Robert Michael Foley (Ret.),"Judge of the Santa Clara County Municipal Court, Santa Clara County",Elected,,01/08/1979,07/02/1982,Promoted,Elevated
Hon. Jeremy D. Fogel (Ret.),"Judge of the Superior Court of California,
  County of Santa Clara",Appointed,Deukemejian,06/25/1986,03/31/1998,Retired,Retirement
Hon. Jeremy D. Fogel (Ret.),"Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,"Brown, Jr.",09/30/1981,06/25/1986,Promoted,Elevated
Hon. Charles F. Fogerty (Ret.),"Judge of the Superior Court of California,
  County of El Dorado",Appointed,Reagan,03/04/1974,04/30/1989,Retired,Retirement
Hon. James Timothy Ford (Ret.),"Judge of the Superior Court of California,
  County of Sacramento",Appointed,"Brown, Jr.",02/19/1981,02/19/2001,Retired,Retirement
Hon. Judith Donna Ford (Ret.),"Judge of the Superior Court of California,
  County of Alameda",Unification,,07/31/1998,11/08/2002,Retired,Retirement
Hon. Judith Donna Ford (Ret.),"Judge of the Oakland-Piedmont-Emeryville Municipal Court, Alameda County",Appointed,"Brown, Jr.",01/02/1983,07/31/1998,Non-Voluntary,Unification-SCA4
Hon. Rodney G. Forneret (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Unification,,01/22/2000,12/05/2008,Retired,Retirement
Hon. Rodney G. Forneret (Ret.),"Judge of the Inglewood Municipal Court, Los Angeles County",Appointed,"Brown, Jr.",12/15/1981,01/22/2000,Non-Voluntary,Unification-SCA4
Hon. Vernon G. Foster (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,01/09/1970,01/31/1990,Retired,Deferred Retirement
Hon. Robert S. Fox (Ret.),"Judge of the Imperial County Municipal Court, Imperial County",Appointed,"Brown, Jr.",01/01/1976,12/22/1990,Retired,Retirement
"Hon. Leon Parrish Fox, Jr. (Ret.)","Judge of the Superior Court of California,
  County of Santa Clara",Unification,,08/03/1998,01/05/2003,Retired,Retirement
"Hon. Leon Parrish Fox, Jr. (Ret.)","Judge of the Santa Clara County Municipal Court, Santa Clara County",Appointed,"Brown, Jr.",12/29/1982,08/03/1998,Non-Voluntary,Unification-SCA4
Hon. Thomas P. Foye (Ret.),"Judge of the South Bay Municipal Court, Los Angeles County",Appointed,Reagan,08/29/1968,07/15/1985,Retired,Retirement
Hon. Frank D. Francis (Ret.),"Judge of the Superior Court of California,
  County of Nevada",Appointed,"Brown, Jr.",03/14/1977,01/05/1997,Retired,Retirement
Hon. Mortimer G. Franciscus (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Deukemejian,09/17/1985,05/31/1989,Retired,Deferred Retirement
Hon. Mortimer G. Franciscus (Ret.),"Judge of the Pasadena Municipal Court, Los Angeles County",Appointed,Reagan,02/27/1969,09/17/1985,Promoted,Elevated
Hon. Karl C. Frank (Ret.),"Judge of the Central Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",08/18/1978,05/31/1993,Retired,Retirement
Hon. James R. Franks II,"Judge of the Superior Court of California,
  County of Orange",Appointed,"Brown, Jr.",11/15/1982,09/20/1989,Deceased,
Hon. James R. Franks II,"Judge of the North Orange County Municipal Court, Orange County",Appointed,"Brown, Jr.",07/14/1982,11/15/1982,Promoted,Elevated
Hon. Selim S. Franklin (Ret.),"Judge of the West Orange County Municipal Court District, Orange County",Appointed,Reagan,04/14/1972,06/11/1992,Retired,Retirement
Hon. Nels B. Fransen (Ret.),"Judge of the Superior Court of California,
  County of San Joaquin",Appointed,Deukemejian,02/28/1985,04/15/1994,Retired,Retirement
Hon. Nels B. Fransen (Ret.),"Judge of the Stockton Municipal Court, San Joaquin County",Appointed,Reagan,09/16/1974,02/28/1985,Promoted,Elevated
Hon. Donald R. Franson (Ret.),"Associate Justice of the Court of Appeal
Fifth Appellate District",Appointed,Reagan,12/08/1972,09/28/1987,Promoted,Elevated
Hon. Donald R. Franson (Ret.),"Presiding Justice of the Court of Appeal
Fifth Appellate District",Appointed,Deukemejian,09/28/1987,09/07/1990,Retired,Deferred Retirement
Hon. Donald R. Franson (Ret.),"Judge of the Superior Court of California,
  County of Fresno",Appointed,Reagan,12/18/1967,12/08/1972,Promoted,Elevated
Hon. Robert D. Fratianne (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",04/10/1981,11/29/1988,Retired,
Hon. Robert D. Fratianne (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",10/27/1978,04/10/1981,Promoted,Elevated
Hon. William R. Fredman,"Judge of the Superior Court of California,
  County of San Luis Obispo",Appointed,"Brown, Jr.",02/04/1976,01/19/1991,Deceased,
Hon. Thomas W. Fredricks,"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,10/20/1972,07/24/1984,Deceased,
Hon. Thomas W. Fredricks,"Judge of the South Bay Municipal Court, Los Angeles County",Appointed,Reagan,04/01/1968,10/20/1972,Promoted,Elevated
Hon. Donald R. Fretz (Ret.),"Judge of the Superior Court of California,
  County of Merced",Elected,,11/05/1962,11/06/1989,Retired,Retirement
Hon. Charles E. Frisco (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",03/21/1980,12/31/1994,Retired,Retirement
Hon. Charles E. Frisco (Ret.),"Judge of the Downey Municipal Court, Los Angeles County",Appointed,Brown,04/22/1966,03/21/1980,Promoted,Elevated
Hon. Hiroshi Fujisaki (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",12/09/1980,07/06/1997,Retired,Retirement
Hon. Hiroshi Fujisaki (Ret.),"Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,"Brown, Jr.",03/22/1977,12/09/1980,Promoted,Elevated
Hon. Morio L. Fukuto (Ret.),"Associate Justice of the Court of Appeal
Second Appellate District, Division Two",Appointed,Deukemejian,09/08/1986,02/16/1999,Retired,Retirement
Hon. Morio L. Fukuto (Ret.),"Judge of the Superior Court of California,
  County of Los Angeles",Appointed,"Brown, Jr.",03/29/1979,09/08/1986,Promoted,Elevated
Hon. Morio L. Fukuto (Ret.),"Judge of the South Bay Municipal Court, Los Angeles County",Appointed,Reagan,03/08/1974,03/29/1979,Promoted,Elevated
Hon. Frank Gafkowski (Ret.),"Judge of the Southeast Municipal Court, Los Angeles County",Appointed,Reagan,07/03/1973,04/15/1997,Retired,Retirement
"Hon. Rafael H. Galceran, Jr. (Ret.)","Judge of the Superior Court of California,
  County of Los Angeles",Appointed,Reagan,11/07/1968,06/30/1981,Retired,Retirement
"Hon. Rafael H. Galceran, Jr. (Ret.)","Judge of the Los Angeles Municipal Court District, Los Angeles County",Appointed,Knight,09/07/1955,11/07/1968,Promoted,Elevated
